Country,Continent,ISO_Code,Level,GDLCODE,Region,"1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Nicaragua","America","NIC","National","NICt","Total",,,,,,,,,,,4.890,5.022,5.154,5.286,5.418,5.550,5.674,5.798,5.922,6.046,6.170,6.324,6.478,6.632,6.786,6.940,7.060,7.180,7.300,7.420,7.420,7.420
"Niger","Africa","NER","National","NERt","Total",,,,,,,,,,,0.662,0.699,0.735,0.772,0.809,0.846,0.880,0.914,0.949,0.983,1.017,1.081,1.145,1.208,1.272,1.336,1.429,1.522,1.615,1.708,1.708,1.708
"Nigeria","Africa","NGA","National","NGAt","Total",,,,,,,,,,,,,,,,3.930,4.166,4.402,4.637,4.431,4.224,4.436,4.649,4.861,4.993,5.124,5.386,5.648,5.909,6.145,6.145,6.145
"North Macedonia","Europe","MKD","National","MKDt","Total",,,,,,,,,,,,,,,,6.932,7.113,7.295,7.476,7.657,7.839,8.020,8.202,8.383,8.565,8.746,8.928,9.109,9.291,9.472,9.654,9.654
"Norway","Europe","NOR","National","NORt","Total",,,,,,,,,,,11.81,11.90,11.99,12.07,12.16,12.22,12.34,12.39,12.50,12.52,12.58,12.66,12.69,12.73,12.77,12.84,12.90,13.05,13.09,13.14,13.14,13.14
"Oman","Asia/Pacific","OMN","National","OMNt","Total",,,,,,,,,,,4.432,,,,,5.941,,,,,7.547,8.113,8.679,9.245,9.811,10.38,10.71,11.05,11.39,11.72,12.06,12.06
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,1.892,2.092,2.292,2.493,2.693,2.893,2.885,2.747,2.609,2.839,2.933,3.067,3.393,3.542,3.763,3.763,3.763,3.902,3.899,3.896,3.896,3.896
"Palestine","Asia/Pacific","PSE","National","PSEt","Total",,,,,,,,,,,,,,,,6.770,6.950,7.180,7.357,7.648,7.768,8.003,8.370,8.485,8.546,8.778,8.941,9.127,9.419,9.668,9.916,9.916
"Panama","America","PAN","National","PANt","Total",,,,,,,,,,,8.009,8.158,8.307,8.456,8.605,8.754,8.903,9.052,9.200,9.349,9.498,9.642,9.786,9.930,10.07,10.22,10.36,10.51,10.65,10.79,10.79,10.79
"Papua New Guinea","Asia/Pacific","PNG","National","PNGt","Total",,,,,,,,,,,2.320,2.394,2.468,2.542,2.616,2.690,2.782,2.874,2.966,3.058,3.150,3.288,3.426,3.564,3.702,3.840,3.900,3.960,4.020,4.080,4.080,4.080
"Paraguay","America","PRY","National","PRYt","Total",,,,,,,,,,,6.576,6.692,6.808,6.925,7.050,7.176,6.881,6.990,7.284,6.678,7.039,7.400,7.761,8.314,8.240,8.515,8.378,8.485,8.593,8.809,8.856,8.856
"Peru","America","PER","National","PERt","Total",,,,,,,,,,,7.791,7.888,7.984,8.080,8.177,7.390,7.276,7.510,7.511,7.536,8.200,8.306,8.521,8.619,8.526,8.598,8.800,9.001,9.203,9.325,9.325,9.325
"Philippines","Asia/Pacific","PHL","National","PHLt","Total",,,,,,,,,,,7.602,7.906,8.210,8.514,8.818,8.826,8.835,8.843,8.852,8.943,9.035,9.128,9.221,9.314,9.167,9.020,8.873,8.726,8.979,9.233,9.233,9.233
"Poland","Europe","POL","National","POLt","Total",,,,,,,,,,,11.02,11.14,11.25,11.39,11.53,11.67,11.81,11.95,12.09,12.30,12.30,12.56,12.79,12.81,12.88,13.00,13.12,13.18,13.23,13.29,13.34,13.34
"Portugal","Europe","PRT","National","PRTt","Total",,,,,,,,,,,6.595,6.703,6.826,7.035,7.282,7.395,7.530,7.618,7.736,7.890,8.064,8.262,8.489,8.674,8.907,9.015,9.151,9.276,9.223,9.364,9.608,9.608
"Qatar","Asia/Pacific","QAT","National","QATt","Total",,,,,,,,,,,8.487,,,,,9.480,,,,,10.04,9.861,10.45,10.67,10.91,10.99,11.08,11.27,11.44,11.62,11.62,11.62
"Romania","Europe","ROU","National","ROUt","Total",,,,,,,,,,,8.813,8.920,9.028,9.234,9.441,9.647,9.854,10.06,10.19,10.25,10.29,10.44,10.57,10.66,10.50,10.62,10.73,10.83,10.91,10.99,10.99,10.99
"Russian Federation","Europe","RUS","National","RUSt","Total",,,,,,,,,,,12.24,12.31,12.39,12.39,12.39,12.40,12.40,12.40,12.40,12.40,12.41,12.42,12.45,12.48,12.49,12.54,12.57,12.70,12.71,12.75,12.75,12.75
"Rwanda","Africa","RWA","National","RWAt","Total",,,,,,,,,,,1.837,1.949,2.061,2.173,2.285,2.397,2.560,2.722,2.885,3.047,3.210,3.235,3.260,3.420,3.580,3.666,3.751,3.837,3.922,4.031,4.031,4.031
"Saint Lucia","America","LCA","National","LCAt","Total",,,,,,,,,,,7.634,7.735,7.836,7.938,8.039,8.140,8.241,8.343,8.444,8.545,8.647,8.634,8.620,8.607,8.640,8.673,8.706,8.739,8.772,8.805,8.805,8.805
"Saint Vincent and the Grenadines","America","VCT","National","VCTt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92,10.92
"Samoa","Asia/Pacific","WSM","National","WSMt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.77,11.77
"Sao Tome & Principe","Africa","STP","National","STPt","Total",,,,,,,,,,,3.792,3.865,3.938,4.011,4.085,4.158,4.231,4.304,4.377,4.450,4.523,4.596,4.669,4.742,4.816,4.972,5.128,5.284,5.440,5.596,5.596,5.596
"Saudi Arabia","Asia/Pacific","SAU","National","SAUt","Total",,,,,,,,,,,5.112,5.508,5.903,6.298,6.694,6.950,7.207,7.464,7.720,7.977,8.234,8.490,8.747,9.004,9.190,9.376,9.562,9.747,10.08,10.41,10.74,10.74
"Senegal","Africa","SEN","National","SENt","Total",,,,,,,,,,,1.089,1.055,1.022,0.988,0.954,0.921,1.052,1.197,1.342,1.487,1.632,1.776,1.949,2.122,2.007,1.893,1.779,1.665,1.616,1.569,1.569,1.569
"Serbia","Europe","SRB","National","SRBt","Total",,,,,,,,,,,6.590,6.732,6.874,7.327,7.780,8.233,8.686,9.139,9.592,9.692,9.760,10.05,10.05,10.06,10.20,10.58,10.71,10.76,10.89,11.02,11.02,11.02
"Sierra Leone","Africa","SLE","National","SLEt","Total",,,,,,,,,,,1.750,1.814,1.878,1.942,2.006,2.070,2.150,2.230,2.311,2.391,2.471,2.571,2.672,2.773,2.873,2.974,3.100,3.226,3.351,3.477,3.477,3.477
"Singapore","Asia/Pacific","SGP","National","SGPt","Total",,,,,,,,,,,8.611,,,,,10.09,,,,,10.77,10.83,10.85,10.97,11.07,11.19,11.20,11.17,11.35,11.52,11.63,11.63
"Slovakia","Europe","SVK","National","SVKt","Total",,,,,,,,,,,9.813,10.19,10.40,10.62,10.83,11.04,11.25,11.46,11.68,11.89,12.10,12.31,12.21,12.27,12.29,12.52,12.62,12.69,12.81,12.87,12.87,12.87
"Slovenia","Europe","SVN","National","SVNt","Total",,,,,,,,,,,10.10,10.46,10.83,11.19,11.56,11.40,11.59,11.62,11.70,11.82,11.87,12.05,12.17,12.28,12.34,12.53,12.65,12.71,12.77,12.83,12.83,12.83
"South Africa","Africa","ZAF","National","ZAFt","Total",,,,,,,,,,,6.990,7.201,8.287,8.470,8.618,8.610,8.666,8.820,8.917,9.350,9.420,9.528,9.723,9.847,9.971,10.04,10.03,10.02,9.838,9.657,9.657,9.657
"South Korea","Asia/Pacific","KOR","National","KORt","Total",,,,,,,,,,,9.643,9.788,9.932,10.08,10.22,10.36,10.27,10.18,10.08,9.988,10.86,10.97,11.08,11.19,11.30,11.41,11.52,11.63,11.75,11.86,11.86,11.86
"South Sudan","Africa","SSD","National","SSDt","Total",,,,,,,,,,,,,,,,,,,,,4.762,4.762,4.762,4.762,4.762,4.762,4.762,4.762,4.762,4.762,4.762,4.762
"Spain","Europe","ESP","National","ESPt","Total",,,,,,,,,,,7.501,7.709,7.917,8.126,8.334,8.626,8.750,8.842,8.926,9.016,9.127,9.263,9.314,9.434,9.553,9.770,9.897,9.973,10.05,10.29,10.53,10.53
"Sri Lanka","Asia/Pacific","LKA","National","LKAt","Total",,,,,,,,,,,9.914,,,,,9.965,,,,,10.12,10.19,10.25,10.31,10.38,10.44,10.50,10.56,10.64,10.57,10.83,10.83
"Sudan","Africa","SDN","National","SDNt","Total",,,,,,,,,,,,,,,,2.250,2.302,2.354,2.406,2.458,2.510,2.630,2.750,2.870,2.990,3.110,3.188,3.266,3.344,3.422,3.422,3.422
"Suriname","America","SUR","National","SURt","Total",,,,,,,,,,,,,,,,7.569,7.770,7.972,8.173,8.375,8.577,8.778,8.980,9.110,9.240,9.380,9.501,9.631,9.762,9.898,9.898,9.898
"Sweden","Europe","SWE","National","SWEt","Total",,,,,,,,,,,11.57,11.77,11.96,12.16,12.35,12.44,12.53,12.60,12.15,12.23,12.30,12.38,12.46,12.31,12.38,12.46,12.53,12.62,12.69,12.77,12.77,12.77
"Switzerland","Europe","CHE","National","CHEt","Total",,,,,,,,,,,9.663,9.842,10.02,10.20,10.38,10.56,11.11,11.67,12.22,12.78,12.81,12.82,12.91,13.04,13.16,13.27,13.20,13.30,13.39,13.48,13.48,13.48
"Syria","Asia/Pacific","SYR","National","SYRt","Total",,,,,,,,,,,3.918,4.040,4.161,4.449,4.737,5.025,5.313,5.601,5.295,5.587,5.716,5.716,5.716,5.716,5.144,4.630,4.630,4.630,4.630,4.630,4.630,4.630
"Tajikistan","Asia/Pacific","TJK","National","TJKt","Total",,,,,,,,,,,10.30,10.33,10.36,10.39,10.43,10.46,10.49,10.52,10.55,10.59,10.62,10.65,10.68,10.72,10.75,10.78,10.81,10.84,10.86,10.88,10.88,10.88
"Tanzania","Africa","TZA","National","TZAt","Total",,,,,,,,,,,3.557,3.583,3.609,3.736,3.862,3.989,4.115,4.242,4.369,4.495,4.622,4.749,4.875,5.013,5.154,5.300,5.449,5.603,5.761,5.924,5.924,5.924
"Thailand","Asia/Pacific","THA","National","THAt","Total",,,,,,,,,,,5.329,5.725,6.120,6.516,6.912,6.786,6.661,6.850,7.040,7.229,7.419,7.503,7.587,7.672,7.820,7.968,8.116,8.146,8.176,8.566,8.566,8.566
"Timor Leste","Asia/Pacific","TLS","National","TLSt","Total",,,,,,,,,,,,,,,,2.792,2.931,3.078,3.231,3.393,3.562,3.759,3.955,4.152,4.349,4.545,4.742,4.742,4.742,4.742,4.742,4.742
"Togo","Africa","TGO","National","TGOt","Total",,,,,,,,,,,2.187,2.229,2.271,2.313,2.355,2.397,2.437,2.477,2.517,2.557,2.366,2.175,2.355,2.536,2.716,2.897,3.023,3.149,3.275,3.401,3.401,3.401
"Tonga","Asia/Pacific","TON","National","TONt","Total",,,,,,,,,,,9.926,9.931,9.935,9.940,9.944,9.949,9.953,10.14,10.33,10.52,10.71,10.89,11.00,11.11,11.22,11.32,11.36,11.40,11.44,11.48,11.48,11.48
"Trinidad & Tobago","America","TTO","National","TTOt","Total",,,,,,,,,,,8.884,9.059,9.233,9.408,9.583,9.758,9.933,10.11,10.28,10.28,10.47,10.66,10.79,10.92,11.05,11.18,11.31,11.45,11.59,11.73,11.73,11.73
"Tunisia","Africa","TUN","National","TUNt","Total",,,,,,,,,,,3.676,3.855,4.035,4.214,4.393,4.573,4.794,5.015,5.236,5.453,5.670,5.840,5.772,5.943,6.113,6.283,6.454,6.585,6.719,6.855,6.855,6.855
"Turkey","Asia/Pacific","TUR","National","TURt","Total",,,,,,,,,,,4.331,4.456,4.581,4.706,4.832,4.901,4.992,5.101,5.511,5.697,6.174,6.456,6.606,6.760,6.931,7.103,7.271,7.452,7.661,7.870,7.870,7.870
"Turkmenistan","Asia/Pacific","TKM","National","TKMt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92,10.92
"Tuvalu","Asia/Pacific","TUV","National","TUVt","Total",,,,,,,,,,,7.874,7.999,8.125,8.251,8.376,8.502,8.628,8.753,8.879,9.005,9.131,9.256,9.382,9.508,9.633,9.759,9.885,10.01,10.14,10.26,10.39,10.39
"Uganda","Africa","UGA","National","UGAt","Total",,,,,,,,,,,2.954,3.038,3.122,3.457,3.792,4.128,4.463,4.799,5.134,5.162,5.190,4.633,4.075,4.229,4.382,4.536,4.626,4.716,4.807,4.897,4.897,4.897
"Ukraine","Europe","UKR","National","UKRt","Total",,,,,,,,,,,10.65,10.79,10.92,11.09,11.26,11.36,11.42,11.47,11.53,11.59,11.65,11.62,11.60,11.58,11.56,11.53,11.51,11.50,11.48,11.46,11.46,11.46
"United Arab Emirates","Asia/Pacific","ARE","National","AREt","Total",,,,,,,,,,,8.630,,,,,9.336,,,,,9.466,9.493,9.519,9.545,9.571,9.597,9.623,11.74,12.29,12.53,12.53,12.53
"United Kingdom","Europe","GBR","National","GBRt","Total",,,,,,,,,,,10.68,10.91,11.14,11.38,11.61,11.84,12.12,12.41,12.70,12.98,13.12,13.08,13.27,12.75,12.84,12.94,13.05,13.16,13.25,13.35,13.45,13.45
"United States","America","USA","National","USAt","Total",,,,,,,,,,,12.89,12.86,12.83,12.80,12.78,12.80,12.91,12.95,12.99,13.01,13.06,13.10,13.14,13.21,13.25,13.28,13.38,13.45,13.53,13.63,13.74,13.74
"Uruguay","America","URY","National","URYt","Total",,,,,,,,,,,8.485,8.703,8.921,9.139,8.817,8.496,8.174,8.365,8.556,8.552,8.506,8.626,8.719,8.743,8.855,8.911,8.966,9.089,9.171,9.252,9.252,9.252
"Uzbekistan","Asia/Pacific","UZB","National","UZBt","Total",,,,,,,,,,,9.813,9.904,9.996,10.09,10.18,10.28,10.37,10.47,10.57,10.67,10.77,10.87,10.97,11.07,11.16,11.17,11.45,11.52,11.59,11.73,11.73,11.73
"Venezuela","America","VEN","National","VENt","Total",,,,,,,,,,,6.745,6.897,7.050,7.202,7.354,7.507,7.659,8.179,8.362,8.507,8.977,9.447,9.578,9.709,9.840,9.971,10.60,10.85,11.10,11.36,11.36,11.36
"Vietnam","Asia/Pacific","VNM","National","VNMt","Total",,,,,,,,,,,5.151,5.362,5.573,5.784,5.995,6.206,6.413,6.620,6.827,7.034,7.134,7.234,7.334,7.434,7.534,7.634,7.734,7.834,7.934,8.034,8.034,8.034
"Yemen","Asia/Pacific","YEM","National","YEMt","Total",,,,,,,,,,,0.420,0.500,0.580,0.660,0.740,0.820,0.918,1.016,1.114,1.212,1.310,1.510,1.710,1.710,1.710,1.710,1.710,1.710,1.910,2.880,2.880,2.880
"Zambia","Africa","ZMB","National","ZMBt","Total",,,,,,,,,,,,,,,,,,,,,5.856,5.992,6.128,6.265,6.401,6.537,6.698,6.858,7.019,7.179,7.179,7.179
"Zimbabwe","Africa","ZWE","National","ZWEt","Total",,,,,,,,,,,5.692,5.842,5.992,6.144,6.295,6.447,6.598,6.749,6.901,7.052,7.204,7.355,7.507,7.501,7.495,7.684,7.873,8.062,8.178,8.297,8.297,8.297
