Latest available 2023 data is February  
DEST_STATE_ABR, Description, Year,Sum(FLIGHTS)
"WY","Wyoming","2016",8652
"WY","Wyoming","2017",7549
"WY","Wyoming","2018",8212
"WY","Wyoming","2019",8738
"WY","Wyoming","2020",8814
"WY","Wyoming","2021",12555
"WY","Wyoming","2022",10151
"WY","Wyoming","2023",1844
"All Rows","All rows (including those not displayed)","1987",1311826
"All Rows","All rows (including those not displayed)","1988",5202096
"All Rows","All rows (including those not displayed)","1989",5041200
"All Rows","All rows (including those not displayed)","1990",5270893
"All Rows","All rows (including those not displayed)","1991",5076925
"All Rows","All rows (including those not displayed)","1992",5092157
"All Rows","All rows (including those not displayed)","1993",5070501
"All Rows","All rows (including those not displayed)","1994",5180048
"All Rows","All rows (including those not displayed)","1995",5327435
"All Rows","All rows (including those not displayed)","1996",5351983
"All Rows","All rows (including those not displayed)","1997",5411843
"All Rows","All rows (including those not displayed)","1998",5384721
"All Rows","All rows (including those not displayed)","1999",5527884
"All Rows","All rows (including those not displayed)","2000",5683047
"All Rows","All rows (including those not displayed)","2001",5967780
"All Rows","All rows (including those not displayed)","2002",5271359
"All Rows","All rows (including those not displayed)","2003",6488540
"All Rows","All rows (including those not displayed)","2004",7129270
"All Rows","All rows (including those not displayed)","2005",7140596
"All Rows","All rows (including those not displayed)","2006",7141922
"All Rows","All rows (including those not displayed)","2007",7455458
"All Rows","All rows (including those not displayed)","2008",7009726
"All Rows","All rows (including those not displayed)","2009",6450285
"All Rows","All rows (including those not displayed)","2010",6450117
"All Rows","All rows (including those not displayed)","2011",6085281
"All Rows","All rows (including those not displayed)","2012",6096762
"All Rows","All rows (including those not displayed)","2013",6369482
"All Rows","All rows (including those not displayed)","2014",5819811
"All Rows","All rows (including those not displayed)","2015",5819079
"All Rows","All rows (including those not displayed)","2016",5617658
"All Rows","All rows (including those not displayed)","2017",5674621
"All Rows","All rows (including those not displayed)","2018",7206195
"All Rows","All rows (including those not displayed)","2019",7422037
"All Rows","All rows (including those not displayed)","2020",4688354
"All Rows","All rows (including those not displayed)","2021",5995397
"All Rows","All rows (including those not displayed)","2022",6729125
"All Rows","All rows (including those not displayed)","2023",1041586
